entry_id,kapampangan_word,kapampangan_word_normalized,english_gloss_short,english_gloss_raw,original_word,variants_original,variants_normalized,source_name,source_url,dataset_role,quality_tier,validation_status,notes
local_8c8dfaec65f5,KAMING,kaming,"Noun, a tree whose sap /tar causes pimples, itchings","(a.) Noun, a tree whose sap /tar causes pimples, itchings. Micamingan, one affected by the caming. Macaming, to become afflicted with this malady.",CAMING,macaming; micamingan,makaming; mikamingan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_059edb03d36b,KAMKAM,kamkam,"Active verb and its infinitive, mangamcam, to hold a child in your arms","(pp.) Active verb and its infinitive, mangamcam, to hold a child in your arms.. P. 2. past tense, Quimcam, the child, Maca, the child being held in the arms. Synonym of Cumcum.",CAMCAM,cumcum; macacamcam; mangamcam; quimcam,kimkam; kumkum; makakamkam; mangamkam,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_2b520d32bf42,KAMPAPALIS,kampapalis,"Noun, a swallow (bird)","(pp.). Noun, a swallow (bird).",CAMPAPALIS,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_99634ca82540,KAMPI,kampi,"Noun, a faction, party","(g.) Noun, a faction, party; partiality, guild, a society. Neutral verb, past, Quinampi, to form or join such a faction, party, etc. Mi, with company. P. 3. past, Quinampian, those of the same party, or the partiality that is done. Mangampi, the judge who takes the side of those who could bribe him more, or one who has more supporters, protectors, patrons.",CAMPI,mangampi; quinampi; quinampian,kinampi; kinampyan; mangampi,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_9607d35fdb50,KAMPIL,kampil,"Noun, a wrapper made of leaves of the palm, used in making suman","(pp.) Noun, a wrapper made of leaves of the palm, used in making suman. Active verb, past tense, Quinampil, and its infinitive, campil, mangampil, to weave it and place the suman in it. P. 2, what is put in the woven wrapper, like, micampil campil, like those which are pressed tightly together, or crowded together, like spectators in a comedia.",CAMPIL,mangampil; micampil; quinampil,kinampil; mangampil; mikampil,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_5825f1534c9f,KAMPIT,kampit,"A knife used in cutting up betel nuts, or paring off a quill","(pp.) A knife used in cutting up betel nuts, or paring off a quill.",CAMPIT,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_6e5becd4189e,KAMPO,kampo,"Mipacampû, being at ease, either sleeping, or seated","(g.) Mipacampû, being at ease, either sleeping, or seated.",CAMPO,mipacampu,mipakampu,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_98fc252348d1,KAMPUL,kampul,"Micampul campul, like Micampil campil","(pp.) Micampul campul, like Micampil campil.",CAMPUL,campil; micampil; micampul,kampil; mikampil; mikampul,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_0c456702da90,KAMPUNG,kampung,"Adjective, dominated, lorded over, be he a person, or be it a land","(pp.) Adjective, dominated, lorded over, be he a person, or be it a land. Active verb and its infinitive, mangampung, to defend one’s dominion, (sometimes they would say, campongan mo cami, idiomatically.) Campongan, quimpongan, the subjects defended by the leader, etc. P. 2. with the same variations. To lead back his subjects, to retrieve his constituents. Ma, neutral verb, to become defended or subject to the leadership of the victor. Mi, with company, those belonging to one dominion. Pacampong, to ask for defense, or become subjected, or dominated. Pacampungan, the one who is asked to defend them.",CAMPUNG,campongan; macampung; mangampung; micampung; pacampong; pacampungan; quimpongan,kampongan; kimpongan; makampung; mangampung; mikampung; pakampong; pakampungan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_d67ad3cc96ee,KAMTAN,kamtan,"Active verb, and (seems to be a Tagalog word), cumit, to achieve","(pp.) Active verb, and (seems to be a Tagalog word), cumit, to achieve. Camtan. P. 2. what is achieved.",CAMTAN,cumit,kumit,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_1755500fbf76,KAN,kan,"Verb, mangan, to eat, something that was no breathe, opposite of Masan, eat something that was alive, like, fish, meat","(r. m.) Verb, mangan, to eat, something that was no breathe, opposite of Masan, eat something that was alive, like, fish, meat. When they say, Mangan, to eat, they do not take that distinction into consideration. P. 2. cacanan, canan, quenan, pengan, that which is eaten.. Canan, as a noun, is food. Capangan, viands. Also, a beautiful woman is called capangan. Dacal ing capangan a mililisya quing batal ning tauo, is said of a choosy baintauo, when he sees beautiful women, for emphasis. And in irony, if you ask, what is that, (and they are whips), one would answer, Capangande deang anac, con yo itang capangan quing silid ampanganco dening mangapia. This is the favorite dish/ viand of children; get me that capangan from the room, so I could offer some to these noble fellows. (All said in similes and in deep irony: the capangan here are the whips, usual means to discipline wayward children; get me that whip in the storage room (silid) [it is as it were a “viand” kept in the cupboard] I am going to give these mangapia [said in irony of the recalcitrant children] a taste of it (the whip)]. vqs.) Panganganan, comestibles, strictly speaking they do not have to be animates. Pacan, pa, to give to eat. Also, Pacan, the woof in weaving cloth, it is like being eaten up by the finished fabric. The woof is the weft of a woven fabric: the threads that are carried back and forth across the fixed thread of the warp in a loom. Mangapangan, the glutton.",CAN,cacanan; canan; capangan; mangan; mangapangan; masan; pacan; panganganan; pengan; quenan,kakanan; kanan; kapangan; kenan; mangan; mangapangan; masan; pakan; panganganan; pengan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_47526903209d,KANA,kana,"Active verb, future tense, Cana, and its infinitive, icana, mangana, to put in place, like, boots, curtains, the bridle","(a.) Active verb, future tense, Cana, and its infinitive, icana, mangana, to put in place, like, boots, curtains, the bridle. P. 1. that which is put in place; P.3. Canan, quenan, the place where it was put. Maca, be in place. Verb of Mi, with an and without an: P. 1. micana, the things put in their places; P. 2. micananan, the places.",CANA,canan; icana; maca; mangana; micana; micananan; quenan,ikana; kanan; kenan; maka; mangana; mikana; mikananan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_47526903209d,KANA,kana,"Active verb, future tense, Cana, and its infinitive, icana, mangana, to put in place, like, boots, curtains, the bridle","(a.) Active verb, future tense, Cana, and its infinitive, icana, mangana, to put in place, like, boots, curtains, the bridle. P. 1. that which is put in place; P.3. Canan, quenan, the place where it was put. Maca, be in place. Verb of Mi, with an and without an: P. 1. micana, the things put in their places; P. 2. micananan, the places.",CANA,canan; icana; maca; mangana; micana; micananan; quenan,ikana; kanan; kenan; maka; mangana; mikana; mikananan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_00ffcd34f3c1,KANAUL,kanaul,"Noun, a known bird","(pp.) Noun, a known bird.",CANAUL,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_e5d941f9dc74,KANDA,kanda,"Noun, a fragrant yellow flower, for the natives it denotes endearment or favor, as we say for the carnation flowers","(g.) Noun, a fragrant yellow flower, for the natives it denotes endearment or favor, as we say for the carnation flowers.",CANDA,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_ddacf222515b,KANDULI,kanduli,A fish called by this name,"(g.) A fish called by this name. Verb, manganduli, to catch them.",CANDULI,manganduli,manganduli,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_f19b5879cefb,KANDUNG,kandung,"Active verb, and its infinitive, candung, mangandung, to take, or place a child on the lap","(pp.) Active verb, and its infinitive, candung, mangandung, to take, or place a child on the lap. P. 2. past, Quindung, the child. Macacandung, being held on the lap.",CANDUNG,macacandung; mangandung; quindung,kindung; makakandung; mangandung,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_2a784ba4bc66,KANDUT,kandut,"Noun, a little pinch, a small bit, or piece","(pp.) Noun, a little pinch, a small bit, or piece. Active verb and its infinitive, candut, mangandut, to pinch a bit. P. 2. See Acdut.",CANDUT,mangandut,mangandut,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_b20d3f596cd5,KANGE,kange,"Adjective, one invited to a banquet, or celebration","(dipht.) Adjective, one invited to a banquet, or celebration. Active verb and its infinitive, cumangay, mangangay, to invite to such an occasion. P. 2. Cangayan, quengayan, the invitee. See Bababa (sic) (Babala, vqs.), a synonym.",CANGAY,cangayan; cumangay; mangangay; quengayan,kangayan; kengayan; kumange; mangange,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_be8ae836fa5e,KANKANG,kankang,"Neutral verb, to growl, like a dog when it is driven away harshly","(pp.) Neutral verb, to growl, like a dog when it is driven away harshly.",CANCANG,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_1c26cc19d28a,KANKUNG,kankung,"Noun, a herb that grows and creeps on the water, good for the venison","(pp.) Noun, a herb that grows and creeps on the water, good for the venison. Verb, mangancung, to gather it, like for salad, and other recipes. Ma, abundance of cangcung.",CANCUNG,macancung; mangancung,makankung; mangankung,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_7fb9017419b7,KANLALAMAT,kanlalamat,"Noun, a venomous snake","(pp.) Noun, a venomous snake.",CANLALAMAT,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_7cefcf0efd6a,KANLANG,kanlang,"Noun, a small drum, or timbrel","(pp.) Noun, a small drum, or timbrel.",CANLANG,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_12ea88950701,KANLAS,kanlas,"Neutral verb, future tense, Canlas, or, cunlas, to follow / succeed, change in office, or exchange office, but not substituting for another, like alili, but being changed, because although taking the place of another, he holds his post not ","(pp.) Neutral verb, future tense, Canlas, or, cunlas, to follow / succeed, change in office, or exchange office, but not substituting for another, like alili, but being changed, because although taking the place of another, he holds his post not as strictly as alili; sometimes, the terms are interchanged, one with the other. P. 1. the incoming official. P. 2. the one exiting from office. Variation: Picanlasan: the one in charge that there would be a change. Verb of Ma, like nv. (manganlas, menganlas (note it). Mi, one with another, micanlas.",CANLAS,cunlas; manganlas; menganlas; micanlas; picanlasan,kunlas; manganlas; menganlas; mikanlas; pikanlasan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_6052b33ed196,KANLONG,kanlong,"Adjective, place of safety, a guarded or defended place","(pp.) Adjective, place of safety, a guarded or defended place. Reciprocal verb, magcanlong, or Paycanlong, to seek one’s safety in such a place, to take refuge. Macacanlong, to become safe, or protected in a place. Active verb and its infinitive, Canlongan, quinlongan, to safeguard, to give refuge.. P. 3. the place in which shelter or refuge is sought. P. 2. the same place that shelters the refugee. If it is one to whom he goes or calls for help, like, to a Saint, it is the P. 3. Micanlung, reciprocal, to go to be helped / defended, like to a cove, a safe place, a refuge.",CANLONG,canlongan; macacanlong; magcanlong; micanlung; paycanlong; quinlongan,kanlongan; kinlongan; magkanlong; makakanlong; mikanlung; paykanlong,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_1454e17957ad,KANO,kano,"Allegedly, to make allegations","(pc.) Allegedly, to make allegations. Emosa canucanuan, maustang bina, do not go around, saying that others said it, for it is already very obvious. See the Grammar,–Bergaño. Canouari, to pretend, and with mag, magcanouari.",CANO,canouari; canucanuan; magcanouari,kanouari; kanukanuan; magkanouari,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_1454e17957ad,KANO,kano,"Allegedly, to make allegations","(pc.) Allegedly, to make allegations. Emosa canucanuan, maustang bina, do not go around, saying that others said it, for it is already very obvious. See the Grammar,–Bergaño. Canouari, to pretend, and with mag, magcanouari.",CANO,canouari; canucanuan; magcanouari,kanouari; kanukanuan; magkanouari,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_ac5cc8e04099,KANSO,kanso,"Active verb, cansao, to rinse with water what is inside","(dipht.) Active verb, cansao, to rinse with water what is inside. Cansauan, quinsao, that which is rinsed inside, like, a glass, jar, tumbler. Cansao cansao, to shake the liquid inside. Canso cansauan, shake slowly to rinse. Cansaocansauanme pin, put in a little water to rinse this. Also, Noun, Cansao, little bars with which they put a fence around their houses.",CANSAO,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_03d33673c9ce,KANSONG,kansong,"Neutral verb, and active , the infinitive of which is always active, cansong, mangansong, to shake, or to cause to shake, like liquid in a canter that is not full","(pp.) Neutral verb, and active , the infinitive of which is always active, cansong, mangansong, to shake, or to cause to shake, like liquid in a canter that is not full. P. 1. past, quinsung, that which is shaken, and likewise for the P. 2. Cansung cansung, frequentative, caused to shake. Cansungcansungan mo ya, shake it slowly, lightly, like in rinsing the inside of a flask. Mi, transitive, Mi, passive, Mi, future. Picansung cansung, the flask that is being shaken while holding it, or while rinsing it.",CANSONG,cansung; cansungcansungan; mangansong; picansung; quinsung,kansung; kansungkansungan; kinsung; mangansong; pikansung,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_42113ce078c5,KANUAN,kanuan,"Noun, the forehead","(pp.) Noun, the forehead. Ma, macanuan, prominent forehead, wide forehead.",CANUAN,macanuan,makanuan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_f8b21d6e6259,KANUGTUG,kanugtug,"Noun, a wild duck, with a crest like that of a cock","(pp.) Noun, a wild duck, with a crest like that of a cock; its meat is delicious to eat.",CANUGTUG,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_f1bbee838c7d,KANYAN,kanyan,"Neutral verb, and active verb and its infinitive, mangan-nyan, (to show how)","(pc.) Neutral verb, and active verb and its infinitive, mangan-nyan, (to show how). P. 1. and P. 2. past tense, Quinnyan. P. 3. Can-nyanan, quin-nyanan, macan-nyan. Verb of Ma, and macannyana. Macacan-nyan, potential, the ability to do it like the sample: v. g., when the teacher takes the quill in his hand, and says to the pupil: this way, showing him how. This “this way” becomes a verb with all its infinitive and passives, and never means more than this, be it in the matter, which so far you already see in Macannyana, which we say, it suffices: and the native says no more.",CAN-NYAN,can-nyanan; macacan-nyan; macan-nyan; macannyana; mangan-nyan; quin-nyanan; quinnyan,kanyanan; kinyan; kinyanan; makakanyan; makanyan; makanyana; manganyan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_43b9739f8a5a,KANYO,kanyo,"Active verb and its infinitive, mangan-nyao, to rinse by dipping it in the water","( d. c.) Active verb and its infinitive, mangan-nyao, to rinse by dipping it in the water. P. 1. past, Quinnyao, the water. P. 2. past, Quin-yauan, that which is rinsed, like, a cup. Ma, to become rinsed. Mi, transitive. Manga with an, and without an, the cups or dishes. Pican-nyauan, the sloppy water, the washings, like those given to the pigs.",CAN-NYAO,macan-nyao; mangan-nyao; mangancan-nyao; mican-nyao; pican-nyauan; quin-yauan; quinnyao,kin-yawan; kinyo; makanyo; mangankanyo; manganyo; mikanyo; pikanyawan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_b7ab4724f713,KAPA,kapa,The sparrows coming in abruptly in swarms,"(pp.) The sparrows coming in abruptly in swarms. Neutral verb; perhaps derived from this: manapa, ding putiocan, or, ding durun a manapa, the bees swarming sporadically, the locust that come abruptly in swarms.",CAPA,manapa,manapa,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_b7ab4724f713,KAPA,kapa,The sparrows coming in abruptly in swarms,"(pp.) The sparrows coming in abruptly in swarms. Neutral verb; perhaps derived from this: manapa, ding putiocan, or, ding durun a manapa, the bees swarming sporadically, the locust that come abruptly in swarms.",CAPA,manapa,manapa,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_dd52a5748e13,KAPAL,kapal,"Noun, grossness, thickness","(pp.) Noun, grossness, thickness. Macapal, adjective, thick, like, wood, timber, cloth. Macapal ing quiapo, ing dicut cung daranglayan, etc. Neutral verb, growing fat, becoming heavy with fat.",CAPAL,macapal,makapal,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_8cde2ad5586d,KAPAPAKANAN,kapapakanan,"Maqui quepapacanan, a thing that is useful","(pp.) Maqui quepapacanan, a thing that is useful; alan quepapacanan, it serves for nothing, from the point of view of the speaker.",CAPAPACANAN,maquiquepapacanan; quepapacanan,kepapakanan; makikepapakanan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_3f5b47581d1c,KAPATAD,kapatad,"Noun, brother","(pc.) Noun, brother. Mi, with company, two who are brothers. Maquicapatad ca quing Santa Cofradia, join the holy brotherhood/confraternity.",CAPATAD,maquicapatad,makikapatad,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_37dddc4b55e4,KAPAYAN,kapayan,"Noun, opulence, affluence, wealth","(pp.) Noun, opulence, affluence, wealth. Macapayan, opulent, influential due to being wealthy.",CAPAYAN,macapayan,makapayan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_b5b916fe6fa5,KAPE,kape,"Neutral verb, Icape capay, frequentative","(dipht.)Neutral verb, Icape capay, frequentative. Synonym of Capa (g.). to probe with a steady hand.",CAPAY,icapecapay,ikapekape,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_94ac9b8a1fba,KAPIN,kapin,"Adjective, anything which is apart, which is not involved with other things","(pp.) Adjective, anything which is apart, which is not involved with other things; that has nothing to do with other things. Recede ab Amalec ne forte involvam tecum eis. Stay away from the Amalecites that I may not involve you in their destruction. Neutral verb and active verb with its infinitive, capin, to stay away, to separate oneself from the others. P. 1. past, Quepin, that which is separated, or kept apart from others, like, money that you owe somebody, that it may not be spent with your other money, or, a friend that he may not be killed with the others. Macacapin, become kept apart; magcapin, to stay away; Capinan, to use another’s clothes, to avoid wearing out his own. Also, Capinya lub para nang tauo, contrary of Samál. He is aloof from his fellows, opposite of busy with the affairs of others or, lamas a lub, he is not at ease with others.",CAPIN,capinan; macacapin; magcapin; quepin,kapinan; kepin; magkapin; makakapin,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_43b4a4f29619,KAPIS,kapis,"Noun, seashells, Verb, mangapis, to gather them from the sea","(pp.) Noun, seashells, Verb, mangapis, to gather them from the sea. P. 3. Capisan, quepisan, the window panels sashed with processed seashells.",CAPIS,capisan; mangapis; quepisan,kapisan; kepisan; mangapis,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_11a9124cbbcd,KAPIT,kapit,"Active verb, future tense, icapit, and its infinitive, mangapit, to fold and stack, putting one on top of the other, like, leaves of samat, or clothes","(pp.) Active verb, future tense, icapit, and its infinitive, mangapit, to fold and stack, putting one on top of the other, like, leaves of samat, or clothes. P. 1. and P. 2. past, quepit, what are stacked or set in piles. Maca, become stacked up. Mi, transitive, Mi, passive, Mi, with company, with its passive 2., leaves or clothes, one on top of the others. Mi, future, and is said of people crowding together. Micapitcapit. See Bug-gong.",CAPIT,icapit; macapit; mangapit; micapit; micapitcapit; quepit,ikapit; kepit; makapit; mangapit; mikapit; mikapitkapit,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_5cf6b24e2de4,KAPKAP,kapkap,"Active verb and its infinitive, capcap, mangapcap, to touch, to feel, (the fifth sense of the body)","(pp.) Active verb and its infinitive, capcap, mangapcap, to touch, to feel, (the fifth sense of the body). P. I. that with which. P. 2. that which is touched or felt, including what is touched in an ugly manner. Mi, micapcap capcap; mine ya queting micapcap capcap: he came here groping his way, like, an old poor fellow. Pi, passive, the hand.",CAPCAP,mangapcap; micapcap,mangapkap; mikapkap,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
