entry_id,kapampangan_word,kapampangan_word_normalized,english_gloss_short,english_gloss_raw,original_word,variants_original,variants_normalized,source_name,source_url,dataset_role,quality_tier,validation_status,notes
local_03a087840e03,,,See the Grammar,See the Grammar.,,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_712e9cd06228,ABA,aba,"Noun, delay, prolongation of time","(pp. g, and not a.). Noun, delay, prolongation of time. Active verb, cumaba, manoaba, to prolong, to lengthen. P.1. That which is delayed, like, time, wages, repentance. and of Mi, to become delayed. Miaban aldao, delayed/ put off for many days. Active Mi, Miyabayaba, keep on delaying, Panoayaba, the delay. Also Caba, length. Mi, neutral Cacaba, Quinaba, cumaba, to lengthen, to grow long by itself. Verb of Ma, mababa, meba, maba, to become long. P.1. Icacaba and, that which grows long, or is made long. Verb: Manoaba. P.1. Ipanoaba and The action, Pamanoaba; If there is no case of transition, it is like Panoacaba, or, Panoaba and. The passive prolongation. Adjective, Maba, macaba, manoaba, manoaba ya bitis, He has the legs of a heron / His legs are long like those of a heron. Manoa, here, does not indicate plurality, add this Manða to art.1 of the chap. 9, no. 3, if not to art. 2.",,cacaba; cumaba; icacaba; ipanoaba; maba; mababa; macaba; manoaba; meba; miaban; miyabayaba; pamanoaba; panoaba; panoacaba; panoayaba; quinaba,ikakaba; ipanoaba; kakaba; kinaba; kumaba; maba; mababa; makaba; manoaba; meba; miaban; miyabayaba; pamanoaba; panoaba; panoakaba; panoayaba,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_f802356eb1b2,ABAD,abad,"Defective root, e miabad, unceasing","(pp.) Defective root, e miabad, unceasing. Also, if I complain that your servant has not paid me back what I lent/loaned him, you will answer, Abadmo ya casi? You should not have trusted that person, he is too astute/cunning. Also, if you come in haste and I say:you are a ray of agility, the servant answers. Abadmoco casing tubudtuburan? There is no one you could send on an errand other than myself, only a fool could be treated this way.",,abadmo; abadmoco; miabad,abadmo; abadmoko; miabad,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_f802356eb1b2,ABAD,abad,"Defective root, e miabad, unceasing","(pp.) Defective root, e miabad, unceasing. Also, if I complain that your servant has not paid me back what I lent/loaned him, you will answer, Abadmo ya casi? You should not have trusted that person, he is too astute/cunning. Also, if you come in haste and I say:you are a ray of agility, the servant answers. Abadmoco casing tubudtuburan? There is no one you could send on an errand other than myself, only a fool could be treated this way.",,abadmo; abadmoco; miabad,abadmo; abadmoko; miabad,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_539f6e24ada6,ABAGAT,abagat,Noun,"Noun. Violent wind coming from the sea. Abagatan, the South, or winds coming from the south.",,abagatan,abagatan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_baaeab59a3e2,ABAK,abak,"The time of the day, from dawn till noon","(pp.) The time of the day, from dawn till noon. Bucas abac, tomorrow morning; bucas cayabacan, early tomorrow; bucas caya-yabacan, (superlative of Ca), tomorrow at the earliest hour of the morning. Active verb: to eat lunch (which to the natives is 9 to 10 A.M.), to eat at such an hour is called capamanabac, ca indicates a fixed time in the morning. It admits several suppositions, as in manabacayo, to lunch together; it can connote literal relationships, manabac ca careang caponmo, you take lunch with your family/friends; manabac-nabac, to eat here, or eat there on the same morning; and also that which takes place throughout the mornings, like, buying or selling. P.1. and 3. what is eaten at such an hour. Also, with the same variations, it means to do something in the morning v.g. Inabacanco ing pamangaloco, I began to work or have worked from the morning, / Pepabacan moco, and; Note that Manabac, in this second sense, is to work v.g, only in the morning, and not through the afternoon.",ABAC,capamanabac; caya-yabacan; cayabacan; inabacanco; manabac; manabac-nabac; manabacayo; pepabacan,inabakanko; kapamanabak; kaya-yabakan; kayabakan; manabak; manabak-nabak; manabakayo; pepabakan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_2bc439d86f79,ABAKA,abaka,"Noun, hemp","Noun, hemp. Verb form: to gather /obtain this hemp.",ABACA,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_f5ef3adb82c1,ABAL,abal,Adj,"(ag.) Adj., woven. Active verb and its infinitive. To weave. P.1, ing panabal, ing pamanabal, the instrument, the loom or motive. P.2. ing inabal o inabalan, the clothing. P..3. ing piabalan, Pi and an, the place; the passives are expressed with a syncope, panablan, inablan, piablan, and without it.",,inabal; inabalan; inablan; pamanabal; panabal; panablan; piabalan; piablan,inabal; inabalan; inablan; pamanabal; panabal; panablan; piabalan; piablan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_937251f376fa,ABALA,abala,"Noun, disruption, impediment","(pp.) Noun, disruption, impediment. Active verb, and its infinitive, to disturb or to impede. P.1. that with which; P.3 to whom, with a suffix n, it is not said, inabalan, but inabalanan moco, and thus, Cabalanan, not cabalan and;. Mangabala, mengabala, one who is disturbed or impeded. P.1. the motive; 3. that in which, Verb of Ma, to become occupied with, or impeded by, its Passive of ca, the object of its occupation or impedance,and from this evolves, that abala, means, the dance, the occasion, function, or celebration, because all these imply being occupied with, or impeded by the attention given to the affair or the guests. Mi, miabala, maquiabala, with the company of celebrators. Pamiabala, the celebration, Mi, transitive, miabala, the one celebrating; P.3 the honoree for the ball, the dinner, the fiesta or celebration. Cayabalanan or Pangayabala, abstract.",,cabalanan; cayabalanan; inabalanan; mangabala; maquiabala; mengabala; miabala; pamiabala; pangayabala,inabalanan; kabalanan; kayabalanan; makyabala; mangabala; mengabala; miabala; pamyabala; pangayabala,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_80de80a84b47,ABANG,abang,"Noun, Trap or snare used in catching fish","Noun, Trap or snare used in catching fish. Active verb, mabang, to set the trap, or to entrap. P.3. Yayabangan / yayabangnan, the place or end, which sees the action, like, the fish caught, brings the concept of waiting.",,mabang; yayabangan; yayabangnan,mabang; yayabangan; yayabangnan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_80de80a84b47,ABANG,abang,"Noun, Trap or snare used in catching fish","Noun, Trap or snare used in catching fish. Active verb, mabang, to set the trap, or to entrap. P.3. Yayabangan / yayabangnan, the place or end, which sees the action, like, the fish caught, brings the concept of waiting.",,mabang; yayabangan; yayabangnan,mabang; yayabangan; yayabangnan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_706e7898cfa9,ABAS,abas,Adj,"(a. and not g.) Adj. similar. Active verb and its infinitive, mabas, to make similar, like, to a gown, sculpture, or to handicrafts. Cabas nang cabas, it looks exactly the same, I don't see any difference. Miabas, the two look the same; miyabasabasla, they are similar to one another; and if it is a word, same tone, a couplet, you will say: they sound the same or they have same cadence, or they stand on the same ground. Also, micayabas; can be about novelty. Piabas-abasan, like pilupanlupan. Simply put: P.1. that which is similar. P. 3. to whom / to which it is similar.",,cabas; mabas; miabas; micayabas; miyabasabasla; piabas-abasan,kabas; mabas; miabas; mikayabas; miyabasabasla; piabas-abasan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_d2768d58fd7f,ABAT,abat,Adj,"(pp.) Adj., accosted, like, at the river, or on the street. Neutral verb, to spring up suddenly (obstacle), Mamabat, ( if it is a living thing/person), and mag-abat. P. 1. that which; P.3. the place. Macayabat, become obstructive, be it a living thing/person or not, Abat, abang, abong. They are all adjectives, lurking, lying in wait for. Servatis servandis.",,abang; abong; macayabat; magabat; mamabat,abang; abong; magabat; makayabat; mamabat,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_8f4b9e1c5bf3,ABE,abe,Adjective,"(dipht.) Adjective. Yabay, cayabay, cayabayabay,Companion, the last one speaks of continuity, or duration, Active verb, to accompany; Mi, with company, to be accompanied by two or more. Maqui, the one. Also, to say, v.g. that he is not alone, that he has company, it is said Maqui abeya, he has a companion. Pangayabay, Verb of Mi, transitive. Abstract. Macayabay, be in the company of; P.1 the one going to accompany. P.3. The accompanied one. Verb form: It is one who who goes with this person, then with another, Frequentative, mamanabay, one who accompanies Pedro, then accompanies Juan too, to go accompanying/ keep on accompanying.",ABAY,cayabay; cayabayabay; macayabay; mamanabay; maquiabay; maquiabeya; maquiyabay; maquiyabeya; miabay; miyabay; pangayabay; yabay,kayabayabe; kayabe; makayabe; makiyabe; makiyabeya; makyabe; makyabeya; mamanabe; miabe; miyabe; pangayabe; yabe,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_ea6ea553bd8d,ABIT,abit,"Noun, strong pull, as, in pulling the ears","Noun, strong pull, as, in pulling the ears. Active verb and its infinitive, manabit, to stretch, as, in stretching clothes, a cord or any other thing, like, in rowing a boat. P. 2. past, Inabitan, that which is stretched/pulled. Mi, miabitan, with a companion. Abit-abitan, to pull or stretch lightly.",,abit-abitan; inabitan; manabit; miabitan,abit-abitan; inabitan; manabit; miabitan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_0b8dad273206,ABLAD,ablad,Root m,"Root m. Verb, Mangablad, to fear strongly. See Quilabut. P. 3. the one dreaded of.",,mangablad,mangablad,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_de53bcba72f5,ABLANG,ablang,"Noun, a fissure, or crack in the ground due to extreme dryness","Noun, a fissure, or crack in the ground due to extreme dryness. Neutral verb and its infinitive, Mangablang, to become cracked / fissured thus. See Abtac, in a more general sense.",,mangablang,mangablang,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_097ac327585e,ABLAS,ablas,"Noun, reward, to reward, Mamab-blas, mab-blas","Noun, reward, to reward, Mamab-blas, mab-blas; const., Manabblas, the act of rewarding, pamanab-blas. Also, Bablas, or mamlas, minlas, umlas. P.1. Ibablas, or, Iyayablas, present; Binlas, or inab-blas, past; Ib-blas, or Iyab-blas, future, that with which. 3. to whom, pamamlas, the act. Verb of Mi, intransitive, to divest oneself of soiled clothes in exchange for a new one, (to change clothes). Present and past, Mibab'- blas, mi'bab-blas; mib-blas, future; pamib-blas, or pamibab-blas, the act of changing clothes. P. 3. Pibab-blasan, the soiled clothes, pipian munapa itang pibabblasanco, or pib-blasan. Mi, adinvicem.Capib-blasan, the clean one, one change. By Ca, specifying individually.",AB-BLAS,bablas; binlas; capibblasan; ibablas; ibblas; inabblas; iyabblas; iyayablas; mabblas; mamabblas; mamlas; manabblas; miabblas; mibabblas; mibblas; minlas; pamamlas; pamanabblas; pamibabblas; pamibblas; pibabblaasan; pibabblas; pibbblaasan; umlas,bablas; binlas; ibablas; ibblas; inabblas; iyabblas; iyayablas; kapibblasan; mabblas; mamabblas; mamlas; manabblas; miabblas; mibabblas; mibblas; minlas; pamamlas; pamanabblas; pamibabblas; pamibblas; pibabblaasan; pibabblas; pibbblaasan; umlas,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_045238cd9a18,ABLI,abli,"Noun, payment received for a thing sold / bought","Noun, payment received for a thing sold / bought. Active verb, Babli, o Mamabli, with its infinitive, to pay. P.1. that with which, like, money. P.2. past, inablian, the thing sold/bought; P.3. past, Inablianan, to whom. Mi with an, Miablian, be paid for. Piablian, the price paid, or cost, v.g. Palay ing inablina canaco caretang asan, P. Palay ing pìablián co caretang asan, or Palay, o salapi ing piablián co caretang asan. He received palay from me in payment for the fish; I received palay in payment for the fish. Or, I will receive palay or money in payment for the fish.",,babli; inablian; inablianan; mamabli; miablian; piablian,babli; inablyan; inablyanan; mamabli; miablyan; piablyan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_2e5bc362bf1e,ABLOK,ablok,"Noun, persuasion","Noun, persuasion. Active verb and its infinitive, mabloc, manabloc, to persuade. Passive 1. with something, like, promises, or reasons. P.2. past, Inablocan, the object of the persuading / Payablóc, to be persuaded. Mabloc, I persuade; Pàyablóc, the persuaded one.",ABLOC,inablocan; mabloc; manabloc; payabloc,inablokan; mablok; manablok; payablok,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_35805cb3d203,ABLUS,ablus,"Active verb and its infinitive, mablus, and Maquiblus, to relieve another by taking up the burden he carries","Active verb and its infinitive, mablus, and Maquiblus, to relieve another by taking up the burden he carries. P. 1. the burden. P.3. the one relieved of his burden, v. g. You are carrying the guitar, I take it to carry it for you, I am manablus, and maquiblus, the guitar is Iyayablus, you, the inablusan, because inablusandaca. Mi, with company, Mibablus , miblus, the two of us, we pibablusan, piblusan the guitar; and as the action expresses, or the one being relieved is paquiablusan, and one of us two being in the nominative case, and the other in the genitive, it is also paquiablusan, as it is said of Maqui, in art. 4. From this they say, in asking for a head covering, Maquiblus con bongbong, and paquiblus con bongbong, in behalf of whom. P. 2. Pequiablusan que ining bongbong. P. 3. Pequiablusanan que y Maria quening bongbong, and even though it may not be a bongbong, but abias, or imalan. and; See Quimbus.",,inablusan; inablusandaca; iyayablus; mablus; manablus; maquiblus; mibablus; miblus; paquiablusan; paquiblus; pequiablusan; pequiablusanan; pibablusan; piblusan,inablusan; inablusandaka; iyayablus; mablus; makiblus; manablus; mibablus; miblus; pakiblus; pakyablusan; pekyablusan; pekyablusanan; pibablusan; piblusan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_4913871bd158,ABNO,abno,Root m,"Root m. Mi, with company, to meet or encounter, including in a war; its Passive, Pibabnuan, pibabno, those brought to encounter each other. P. 1. of movement, ipaquibno, those carried to or carried along, like, weapons/arms. P. 3. the place, pibabnoan, if it is frequentative, pibnuan. Maquibno, with another, including meeting for a fight/quarrel. Micabno, imminent, recent, Cabno, quibno, coincidental or pre-arranged.",,cabno; ipaquibno; maquibno; mibabno; micabno; pibabno; pibabnoan; pibabnuan; pibnuan; quibno,ipakibno; kabno; kibno; makibno; mibabno; mikabno; pibabno; pibabnoan; pibabnuan; pibnuan,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_e144b785af34,ABO,abo,"Noun, the food left over, as from a banquet or dinner, or that which is left over from one meal for the next meal","(dipht.) Noun, the food left over, as from a banquet or dinner, or that which is left over from one meal for the next meal. Active verb and its infinitive, manabao, to leave some food over. Passive 1 and 3, and the same with its frequentative, the leftover, the construction connotes the eating of what is leftover. Mine cu queting menabao. Mica, micabao, new leftovers. Micabocabao, the leftovers of today's food for tomorrow, or tomorrow's leftover for the other day, and from this, it may mean leaving any work for another day, Verb of Ma, mababao, or mayabao, mebabao or meyabao. Also, if you, v.g. have 9 for 10 and I have 5, it is said, with the same variations: Abauan co yang siyamo, I will help you now, you can keep your nine for some other time, etc.",ABAO,abauan; mababao; manabao; mayabao; mebabao; menabao; meyabao; mica; micabao; micabocabao,abawan; mababo; manabo; mayabo; mebabo; menabo; meyabo; mika; mikabo; mikabokabo,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_a8423d604c9b,ABPA,abpa,Root m,"Root m. Verb Dabpa, dimpa, dumpa has three meanings, and if you carefully observe, they overlap in meaning: 1. The bird is on a perch, it spreads its wings, dabpa ya, forms a cross; 2. in spreading its wings / in perching, dimpa ya, forms a cross; 3. looking at its wide spread wings, dumpa ya, thus forming a cross. P.1 that which is spread so, 3. the usual and also Darabpan, Dibpan, Dabpan, the place; Cabpa, an arm's length; idiomatically, Ing saquit a dimpacaco and; Dipanacaning alti. The illness that befell (spread its wings over/ perched on) me and; May lightning strike (spread its wings / perch on) you.",,cabpa; dabpa; dabpan; darabpan; dibpan; dimpa; dimpacaco; dipanacaning; dumpa,dabpa; dabpan; darabpan; dibpan; dimpa; dimpakako; dipanakaning; dumpa; kabpa,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_c0a89cf54a4b,ABPANG,abpang,"Noun, a measure or a small stick to measure the nipa when it is being thatched or strung up on the roof","Noun, a measure or a small stick to measure the nipa when it is being thatched or strung up on the roof. Active verb and its infinitive, mabpang, to arrange or string up the nipa thus; P. 3. the nipa; idiomatically, Cabpangan or cayabpangan, it is a rule of conduct, or custom. Mi, with company, to be of the same style or manner.",,cabpangan; cayabpangan; mabpang; miabpang; miyabpang,kabpangan; kayabpangan; mabpang; miabpang; miyabpang,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_161df42d7469,ABSAK,absak,"It is an instrument / tool to dig earth with, like a small iron bar","It is an instrument / tool to dig earth with, like a small iron bar. Active verb and its infinitive, mabsac, to work/dig with such a bar. P. 1. the tool; 2. the earth that is dug up by using the bar.",ABSAC,mabsac,mabsak,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_045db0d29e3c,ABSI,absi,"Verb, Mababsi / Masabsi, mibsi or Cacabsi, Quinabsi, cumabsi, to satiate oneself","Verb, Mababsi / Masabsi, mibsi or Cacabsi, Quinabsi, cumabsi, to satiate oneself. Cabsi, Pangabsi, satiation, also Pacabsi, etc.",,cabsi; cacabsi; cumabsi; mababsi; masabsi; mibsi; pacabsi; pangabsi; quinabsi,kabsi; kakabsi; kinabsi; kumabsi; mababsi; masabsi; mibsi; pakabsi; pangabsi,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_bee72e640a2a,ABSIC,absic,"Noun, the hardness of a fruit despite its ripeness, or those blotches, black spots or patches in potatoes or sweet potatoes","Noun, the hardness of a fruit despite its ripeness, or those blotches, black spots or patches in potatoes or sweet potatoes. Neutral verb, to be in that condition; Ma, mayabsic, abundance of such black spots.",,mayabsic,mayabsic,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_3c74bce5cf96,ABTAK,abtak,"Noun, crack or fissure in the earth, reed or log","Noun, crack or fissure in the earth, reed or log. Neutral verb, Imangabtac, to become cracked, to split up. Mabtac nacasa dongos queang ala cang bibilang, a malediction, May your stomach split up /burst out, since you do not control yourself / you are a glutton, / you eat anything / everything you come upon.",ABTAC,imangabtac; mabtac,imangabtak; mabtak,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_a359c437104b,ABTONG,abtong,Root m,"Root m. Active verb, mabton, and Mangabtong, to eat to satiation, engorge oneself with food. Pangabtong, indigestion, the state of surfeitness.",,mabton; mangabtong; pangabtong,mabton; mangabtong; pangabtong,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_7de85fa9a047,ABU,abu,"Noun, ash","Noun, ash. Neutral verb, to turn into ashes, like, a thing which is burned.",,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_c6eebfddd69e,ABUAL,abual,Adj,"Adj., uprooted and anything that is upturned. Active verb, mabbual, Mamab-bual, and;. / Bab-bual. Verb infinitive, Manab-bual, indicating either the plurality of the person, who does it, or that of the object, all is to overturn, like, a tree, wood, a rock and; P.1. can be the instrument, like a crowbar, or the thing, and this is also expressed by the P. 2. past, inab-bualan, Verb of Ma, mab-bual / mayayab-bual and; to become uprooted / overturned, like, mibab-bual, mib-bual, cabab-bualan, quib-bualan, the place where neutrally, maquib-bual, whether among other things, it is uprooted from the street along which it grows, or like uprooting a banana whose leaves fall across the street. See Abut.",AB-BUAL,bab-bual; cabab-bualan; inab-bualan; mab-bual; mabbual; mamab-bual; manab-bual; maquib-bual; mayayab-bual; mib-bual; mibab-bual; quib-bualan,babual; inabualan; kababualan; kibualan; mabbual; mabual; makibual; mamabual; manabual; mayayabual; mibabual; mibual,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_3232c0a670fd,ABUANG,abuang,Root m,"Root m. Active verb and its infinitive, mabbuang, to drive away the beasts, to scare away the birds. P. 3. the beast driven away, or the bird scared away. Verb of Ma, Mabab-buang / mayayabbuang, meyab-buang, mib-buang.",AB-BUANG,mababuang; mabbuang; mayayabbuang; meyabbuang; mibbuang,mababuang; mabbuang; mayayabbuang; meyabbuang; mibbuang,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_d98ec24ea16f,ABUBUT,abubut,"Noun, A kind of pouch or case, or small box with a covering made of bamboo/reeds much in use","Noun, A kind of pouch or case, or small box with a covering made of bamboo/reeds much in use.",,,,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_32677ea9f980,ABUD,abud,Adjective,"Adjective. Rotten, as in rotten wood / log. Neutral verb, and that of Ma, mayabud, become rotten / full of rot. See Atbud, synonym.",,atbud; mayabud,atbud; mayabud,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
local_85a93b989a61,ABULUD,abulud,"The ridge of a thing, like, a sword with three edges, the middle one is the abulud","The ridge of a thing, like, a sword with three edges, the middle one is the abulud. Mi with an, Miabuluran. P. 2. past, Inabuluran, that which is made with a ridge.",,inabuluran; miabuluran,inabuluran; miabuluran,keithmanaloto/kapampangan-dictionary-embeddings,https://huggingface.co/datasets/keithmanaloto/kapampangan-dictionary-embeddings,extended_lexicon_for_tokenizer_and_manual_curators,medium,needs_linguist_review,Original gloss text can be dictionary-style and noisy; prefer manual review before use as gold data.
